FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1
Shay,Given,GLK,STK,4200000,0,13,0.117117117,2.79E-08,3.10E-06,0,25611,1,14,0,18,0,0,0,3.1,0,-3,0,13,3,0,0,0,3,0,0,0,0,0.4,20683,1,24,1,1,450,0,0,0,92,
Serge,Gnabry,MID,ARS,5000000,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,4,0,0,0,0,0,0,0,
Angel,Gomes,MID,MUN,4500000,1,1,0.009009009,2.00E-09,2.22E-07,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,
Heurelho,Gomes,GLK,WAT,4900000,1,113,3,6.12E-07,2.31E-05,0,101390,1,64,0,117,0,0,0,23.1,0,-1,0,113,1,0,0,0,6,0,7,0,0,1.7,46210,1,375,1,1,3337,0,0,0,681,
Joseph,Gomez,DEF,LIV,4800000,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,888,0,58,0,0,0,0,0,0,0,
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0,0,0,0,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,242,0,0,0,0,0,0,0,
Lynden,Gooch,MID,SUN,4100000,1,12,0.108108108,2.64E-08,2.93E-06,0,9992,3,9,0,0,0,0,0,2.9,0,-4,0,12,4,0,0,0,0,0,1,0,0,0.2,14585,0,0,0,0,366,0,0,0,43,
Dan,Gosling,MID,BOU,4700000,3,49,0.441441441,9.39E-08,1.04E-05,0,12925,6,24,0,0,0,2,0,10.4,0,-3,0,49,3,0,0,0,2,0,4,0,0,0.1,8398,0,331,0,0,1366,0,0,0,254,
Lewis,Grabban,FWD,BOU,4300000,0,6,2,4.65E-07,1.40E-06,0,272441,0,2,0,0,0,0,0,1.4,0,-2,0,6,2,0,0,0,0,0,0,0,1,2.9,193792,0,124,0,0,60,0,0,0,17,
Max,Gradel,MID,BOU,5000000,0,8,0.072072072,1.44E-08,1.60E-06,0,13431,3,1,0,0,0,0,0,1.6,0,-5,0,8,5,0,0,0,0,0,0,0,0,0.1,1178,0,155,0,0,134,0,0,0,24,
Lee,Grant,GLK,STK,4300000,0,106,3.8,8.84E-07,2.47E-05,0,290679,1,34,0,91,0,0,0,24.7,0,3,0,106,-3,0,0,0,9,0,9,0,0,6.5,534744,0,0,0,3,2520,0,0,0,546,
Andre,Gray,FWD,BUR,6000000,5,108,3.4,5.67E-07,1.80E-05,0,767649,2,33,0,0,0,9,0,18,0,-5,0,108,5,0,0,0,10,0,8,0,3,4,486669,0,0,0,1,2260,0,0,0,303,
Demarai,Gray,MID,LEI,4800000,1,58,0.522522523,1.09E-07,1.21E-05,0,58006,2,20,0,0,0,1,0,12.1,0,-2,0,58,2,0,0,0,0,0,4,0,4,0.5,42715,0,57,0,0,1049,0,0,0,210,
Kamil,Grosicki,MID,HUL,5500000,1,43,0.387387387,7.04E-08,7.82E-06,0,15980,1,27,0,0,0,0,0,7.8,0,0,0,43,0,0,0,0,0,0,3,0,5,0.2,25724,0,0,0,0,1143,0,0,0,132,
Marko,Grujic,MID,LIV,4300000,0,4,0.036036036,8.38E-09,9.30E-07,0,27552,1,0,0,0,0,0,0,0.9,0,-7,0,4,7,0,0,0,0,0,0,0,0,0.2,2751,0,0,0,0,43,0,0,0,10,
Johann Berg,Gudmundsson,MID,BUR,4800000,0,47,0.423423423,8.82E-08,9.79E-06,0,22755,1,19,0,0,0,1,0,9.8,0,-7,0,47,7,0,0,0,3,0,3,0,3,0.1,13594,0,0,0,1,999,0,0,0,187,
Adlene,Guedioura,MID,MID,4200000,0,26,0.234234234,5.58E-08,6.19E-06,0,8170,2,20,0,0,0,0,0,6.2,0,-3,0,26,3,0,0,0,0,0,0,0,1,0.1,7765,0,56,0,0,861,0,0,0,131,
Idrissa,Gueye,MID,EVE,5000000,1,80,2.4,4.80E-07,1.60E-05,0,51784,11,31,0,0,0,1,0,16,0,0,0,80,0,0,0,0,9,0,9,0,2,0.4,53794,0,270,0,1,2681,0,0,0,540,
Ilkay,Gundogan,MID,MCI,4900000,0,41,4.1,8.37E-07,8.37E-06,0,704743,0,8,0,0,0,3,0,8.4,0,-6,0,41,6,0,0,0,2,0,3,0,1,1.3,700011,0,0,0,1,704,0,0,0,196,
Angus,Gunn,GLK,MCI,4000000,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,
Bradley,Guzan,GLK,MID,4200000,3,36,0.324324324,7.72E-08,8.57E-06,0,36967,0,17,0,37,0,0,0,8.6,0,-3,0,36,3,0,0,0,3,0,3,0,0,0.7,28825,0,188,0,1,900,0,0,0,197,
Ben,Hamer,GLK,LEI,4300000,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,
Rekeem,Harper,MID,WBA,4500000,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,
Joshua,Harrop,MID,MUN,4500000,8,8,0.072072072,1.60E-08,1.78E-06,0,6,0,0,0,0,0,1,0,1.8,0,0,0,8,0,0,0,0,0,0,1,0,0,0,273,0,0,0,0,90,0,0,0,32,
Joe,Hart,GLK,MCI,5300000,0,0,0,0,0,0,174581,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,1,2933,0,360,0,0,0,0,0,0,0,
Mouez,Hassen,GLK,SOU,4000000,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,
Jakob,Haugaard,GLK,STK,4300000,0,0,0,0,0,0,3586,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,291,0,31,0,0,0,0,0,0,0,
Eden,Hazard,MID,CHE,10500000,9,224,6.2,5.90E-07,2.13E-05,0,2197649,3,29,0,0,0,16,0,21.3,0,5,0,224,-5,0,1,0,33,0,17,0,9,30.6,2580159,0,476,0,5,2985,0,0,0,869,
Tom,Heaton,GLK,BUR,5100000,1,149,4.3,8.43E-07,2.92E-05,0,464893,1,48,0,142,0,0,0,29.2,0,6,0,149,-6,0,0,0,21,0,10,0,0,18.6,976551,0,0,1,4,3150,0,0,0,741,
Jordan,Henderson,MID,LIV,6200000,0,73,0.657657658,1.06E-07,1.18E-05,0,118914,8,28,0,0,0,1,0,11.8,0,-3,0,73,3,0,0,0,9,0,7,0,4,1,99424,0,250,0,0,2116,0,0,0,467,
Jeff,Hendrick,MID,BUR,5300000,2,76,2.4,4.53E-07,1.43E-05,0,6203,6,47,0,0,0,2,0,14.3,0,-2,0,76,2,0,0,0,1,0,9,0,1,0.1,7429,0,0,0,0,2691,0,0,1,286,
Wayne,Hennessey,GLK,CRY,4300000,1,92,3.2,7.44E-07,2.14E-05,0,172524,1,46,0,83,0,0,0,21.4,0,-2,0,92,2,0,0,0,4,0,7,0,0,3.1,126719,0,266,0,2,2610,0,0,0,497,
Rouwen,Hennings,FWD,BUR,4500000,0,0,0,0,0,0,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,
Markus,Henriksen,MID,HUL,4900000,0,20,0.18018018,3.68E-08,4.08E-06,0,1026,1,13,0,0,0,0,0,4.1,0,-6,0,20,6,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,638,0,0,0,75,
Abel,Hernandez,FWD,HUL,5900000,0,72,3,5.08E-07,1.22E-05,0,168619,0,23,0,0,0,4,0,12.2,0,-1,0,72,1,0,0,0,6,0,4,0,4,0.9,153456,0,0,0,2,1425,0,0,0,208,
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.90E-07,7.14E-07,0,21663,1,8,0,0,0,0,0,0.7,0,-3,0,3,3,0,0,0,0,0,0,0,0,0.3,5986,0,0,0,0,327,0,0,0,50,
Ander,Herrera,MID,MUN,6200000,0,97,3.1,5.00E-07,1.56E-05,0,124734,5,18,0,0,0,1,0,15.6,0,-3,0,97,3,0,0,0,11,0,13,0,6,2.2,190224,0,307,0,1,2465,0,0,1,559,
Jake,Hesketh,MID,SOU,4500000,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0,0,0,0,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3037,0,0,0,0,0,0,0,0,0,
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0,0,0,0,2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,0,0,0,0,0,0,0,0,0,
Tommie,Hoban,DEF,WAT,4000000,0,0,0,0,0,0,13263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1227,0,0,0,0,0,0,0,0,0,
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,38,0.342342342,8.15E-08,9.05E-06,0,163812,2,16,0,0,0,0,0,9,0,-3,0,38,3,0,0,0,0,0,6,0,0,1.6,116439,0,0,0,0,1300,0,0,0,232,
Rob,Holding,DEF,ARS,4100000,1,32,0.288288288,7.03E-08,7.80E-06,0,75256,3,8,0,0,0,0,0,7.8,0,-4,0,32,4,0,0,0,3,0,4,0,0,3.3,174958,0,0,0,1,810,0,0,0,171,
Jose,Holebas,DEF,WAT,4600000,0,87,2.6,5.65E-07,1.89E-05,0,442080,14,61,0,0,0,2,0,18.9,0,1,0,87,-1,0,0,0,9,0,7,0,4,3,528595,0,96,0,1,2905,0,0,0,547,
Mason,Holgate,DEF,EVE,4100000,1,54,0.486486486,1.19E-07,1.32E-05,0,452707,2,18,0,0,0,0,0,13.2,0,-4,0,54,4,0,0,0,5,0,5,0,1,7.1,701907,0,0,0,0,1372,0,0,0,303,
Nathan,Holland,MID,WHU,4500000,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,
George,Honeyman,MID,SUN,4500000,0,7,0.063063063,1.40E-08,1.56E-06,0,220,1,4,0,0,0,0,0,1.6,0,0,0,7,0,0,0,0,0,0,1,0,0,0,304,0,0,0,0,235,0,0,0,30,
Tom,Huddlestone,MID,HUL,4500000,2,62,2,4.44E-07,1.38E-05,0,26805,5,47,0,0,0,1,0,13.8,0,-5,0,62,5,0,0,0,5,0,4,0,2,0.2,24010,1,0,0,1,2025,0,0,1,348,
James,Husband,DEF,MID,4000000,0,0,0,0,0,0,156,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,58,0,0,0,3,
Noor,Husin,MID,CRY,4500000,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,
Robert,Huth,DEF,LEI,4900000,0,88,2.7,5.51E-07,1.80E-05,0,106533,9,49,0,0,0,2,0,18,0,-1,0,88,1,0,0,0,1,0,9,0,2,1.8,114565,2,453,0,0,2926,0,0,0,479,
Emerson,Hyndman,MID,BOU,4400000,0,0,0,0,0,0,1375,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,
Jordon,Ibe,MID,BOU,4900000,1,36,0.324324324,6.62E-08,7.35E-06,0,163375,0,22,0,0,0,0,0,7.3,0,-6,0,36,6,0,0,0,0,0,3,0,0,1.1,26236,0,184,0,0,1055,0,0,0,133,
Zlatan,Ibrahimovic,FWD,MUN,11400000,0,163,5.8,5.09E-07,1.43E-05,0,3439837,7,22,0,0,0,17,0,14.3,0,-1,0,163,1,0,1,0,28,0,11,0,7,22.8,2545887,0,0,0,6,2438,0,0,0,540,
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.24E-07,5.74E-06,0,337689,1,29,0,0,0,1,0,5.7,0,-7,0,39,7,0,0,0,2,0,2,0,1,2.4,94311,0,709,0,0,1291,0,0,0,84,
Kelechi,Iheanacho,FWD,MCI,6000000,1,52,0.468468468,7.81E-08,8.67E-06,0,792576,0,9,0,0,0,4,0,8.7,0,-10,0,52,10,0,0,0,6,0,1,0,3,2.3,763437,0,242,0,1,537,0,0,0,180,
Giannelli,Imbula,MID,STK,4500000,0,24,0.216216216,4.80E-08,5.33E-06,0,14165,1,20,0,0,0,0,0,5.3,0,-5,0,24,5,0,0,0,1,0,2,0,1,0.1,5576,1,194,0,0,796,0,0,0,126,
Danny,Ings,FWD,LIV,5400000,0,0,0,0,0,0,23641,0,0,0,0,0,0,0,0,0,-6,0,0,6,0,0,0,0,0,0,0,0,0.2,4257,0,81,0,0,0,0,0,0,0,
Gokhan,Inler,MID,LEI,4400000,0,0,0,0,0,0,9979,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3805,0,20,0,0,0,0,0,0,0,
Stephen,Ireland,MID,STK,4400000,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,597,0,18,0,0,0,0,0,0,0,
Lloyd,Isgrove,MID,SOU,4400000,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.21E-07,4.11E-06,0,194667,2,9,0,0,0,0,0,4.1,0,-4,0,23,4,0,0,0,2,0,1,0,1,2.7,34657,0,414,0,0,589,0,0,0,143,
Alex,Iwobi,MID,ARS,5300000,1,89,0.801801802,1.51E-07,1.68E-05,0,280854,1,20,0,0,0,3,0,16.8,0,-7,0,89,7,0,0,0,8,0,9,0,5,1.1,261475,0,150,0,1,1456,0,0,0,352,
Phil,Jagielka,DEF,EVE,4900000,0,104,3.9,7.96E-07,2.12E-05,0,322302,4,32,0,0,0,3,0,21.2,0,-1,0,104,1,0,0,0,16,0,6,0,3,7.5,539151,0,221,0,4,2251,0,0,1,533,
Eldin,Jakupovic,GLK,HUL,4100000,0,86,3.9,9.51E-07,2.10E-05,0,548880,0,36,0,73,0,0,0,21,0,1,0,86,-1,0,0,0,7,0,5,0,0,21.9,858058,0,0,2,3,1980,0,0,0,431,
Daniel,James,MID,SWA,4500000,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,
Matthew,James,MID,LEI,4500000,0,1,1,2.22E-07,2.22E-07,0,250,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,1,0,0,0,3,
Daryl,Janmaat,DEF,WAT,4500000,0,50,0.45045045,1.00E-07,1.11E-05,0,17796,2,33,0,0,0,2,0,11.1,0,-5,0,50,5,0,0,0,0,0,2,0,1,0.2,21642,0,0,0,0,1614,0,0,0,261,
Vincent,Janssen,FWD,TOT,7500000,1,55,2,2.67E-07,7.33E-06,0,116543,0,8,0,0,0,2,0,7.3,0,-5,0,55,5,0,0,0,3,0,3,0,3,0.8,65179,0,0,0,0,845,0,0,0,134,
Adnan,Januzaj,MID,SUN,5300000,2,49,2,3.77E-07,9.25E-06,0,57711,3,38,0,0,0,0,0,9.2,0,-2,0,49,2,0,0,0,0,0,3,0,3,0.5,37914,0,33,0,0,1628,0,0,1,158,
Mile,Jedinak,MID,CRY,4500000,0,2,2,4.44E-07,4.44E-07,0,25995,0,1,0,0,0,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,1388,0,118,0,0,90,0,0,0,8,
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.018018018,3.75E-09,4.17E-07,0,10032,0,1,0,0,0,0,0,0.4,0,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,9727,0,178,0,0,82,0,0,0,12,
,Jesus,FWD,MCI,9100000,11,67,6.7,7.36E-07,7.36E-06,0,445520,2,5,0,0,0,7,0,7.4,0,1,0,67,-1,0,0,0,12,0,3,0,4,14.7,1091092,0,0,0,3,651,0,0,0,258,
,Joe Williams,MID,EVE,4500000,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,
,Joel Pereira,GLK,MUN,4000000,6,6,0.054054054,1.35E-08,1.50E-06,0,155,0,0,0,1,0,0,0,1.5,0,0,0,6,0,0,0,0,0,0,1,0,0,0.1,5276,0,0,0,0,90,0,0,0,23,
Glen,Johnson,DEF,STK,4700000,0,56,2.4,5.11E-07,1.19E-05,0,20288,1,34,0,0,0,0,0,11.9,0,-3,0,56,3,0,0,0,3,0,6,0,0,0.1,14530,0,324,0,0,1957,0,0,0,376,
,Jonathan Benteke,FWD,CRY,4300000,0,1,0.009009009,2.10E-09,2.33E-07,0,33676,0,0,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0.4,43997,0,0,0,0,7,0,0,0,3,
Billy,Jones,DEF,SUN,4400000,-1,56,2.1,4.77E-07,1.27E-05,0,4082,8,49,0,0,0,1,0,12.7,0,-1,0,56,1,0,0,0,6,0,5,0,0,0.1,7405,0,211,0,1,2270,0,0,0,368,
David,Jones,MID,BUR,5000000,0,1,1,2.00E-07,2.00E-07,0,3037,1,1,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,86,0,0,0,8,
Phil,Jones,DEF,MUN,4500000,6,55,0.495495495,1.10E-07,1.22E-05,0,231504,2,14,0,0,0,0,0,12.2,0,-5,0,55,5,0,0,0,4,0,5,0,0,0.7,240803,0,64,0,0,1584,0,0,0,362,
,Joselu,FWD,STK,5300000,0,0,0,0,0,0,6797,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,732,0,246,0,0,0,0,0,0,0,
,Josh Robson,DEF,SUN,4000000,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5070,0,0,0,0,0,0,0,0,0,
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1,2.33E-07,4.65E-07,0,31106,0,0,0,0,0,0,0,0.5,0,-2,0,2,2,0,0,0,0,0,0,0,0,0.6,14808,0,0,0,0,13,0,0,0,5,
Christian,Kabasele,DEF,WAT,4800000,0,35,0.315315315,6.57E-08,7.29E-06,0,3199,1,15,0,0,0,2,0,7.3,0,-2,0,35,2,0,0,0,1,0,1,0,0,0,1487,0,0,0,0,771,0,0,0,143,
Younes,Kaboul,DEF,WAT,4300000,0,57,2.5,5.81E-07,1.33E-05,0,68404,2,36,0,0,0,2,0,13.3,0,-2,0,57,2,0,0,0,1,0,4,0,0,0.6,61802,0,231,0,0,1910,0,0,0,342,
Sullay,Kaikai,MID,CRY,4500000,1,1,0.009009009,2.00E-09,2.22E-07,0,2310,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260,0,9,0,0,24,0,0,0,1,
Harry,Kane,FWD,TOT,11900000,17,224,7.5,6.30E-07,1.88E-05,0,2241049,3,19,0,0,0,29,0,18.8,0,9,0,224,-9,0,1,0,33,0,14,0,7,23.3,2534008,0,1053,0,9,2523,0,0,0,920,
N'Golo,Kante,MID,CHE,4700000,2,83,2.4,5.11E-07,1.77E-05,0,804723,9,33,0,0,0,1,0,17.7,0,-3,0,83,3,0,0,0,1,0,13,0,1,11.7,308518,0,501,0,0,3138,0,0,0,554,
Bartosz,Kapustka,MID,LEI,5000000,0,0,0,0,0,0,5870,0,0,0,0,0,0,0,0,0,-5,0,0,5,0,0,0,0,0,0,0,0,0.1,609,0,0,0,0,0,0,0,0,0,
Loris,Karius,GLK,LIV,4300000,0,32,0.288288288,6.70E-08,7.44E-06,0,80910,0,12,0,20,0,0,0,7.4,0,-7,0,32,7,0,0,0,0,0,3,0,0,0.7,79242,0,0,0,0,900,0,0,0,153,
Michael,Keane,DEF,BUR,5000000,0,113,3.2,6.40E-07,2.26E-05,0,168551,4,49,0,0,0,2,0,22.6,0,0,0,113,0,0,0,0,10,0,10,0,1,3.3,245278,0,0,0,3,3150,0,0,0,619,
Will,Keane,FWD,HUL,4400000,0,8,0.072072072,1.64E-08,1.82E-06,0,40073,0,10,0,0,0,0,0,1.8,0,-1,0,8,1,0,0,0,0,0,1,0,0,0.2,41566,0,0,0,0,280,0,0,0,9,
Martin,Kelly,DEF,CRY,4200000,1,46,1.6,3.81E-07,1.10E-05,0,52436,4,44,0,0,0,0,0,11,0,-3,0,46,3,0,0,0,0,0,2,0,2,0.6,59814,0,96,0,0,2124,0,0,0,323,
Daniel,Kemp,MID,WHU,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Kenedy,MID,CHE,5100000,0,3,0.027027027,5.30E-09,5.88E-07,0,2269,0,3,0,0,0,0,0,0.6,0,-4,0,3,4,0,0,0,0,0,0,0,0,0,1446,0,86,0,0,90,0,0,0,8,
Jonjoe,Kenny,DEF,EVE,4000000,0,1,0.009009009,2.25E-09,2.50E-07,0,1106,0,0,0,0,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1799,0,0,0,0,13,0,0,0,2,
Wahbi,Khazri,MID,SUN,6000000,0,31,0.279279279,4.65E-08,5.17E-06,0,12007,6,21,0,0,0,1,0,5.2,0,-5,0,31,5,0,0,0,3,0,1,0,0,0.1,1361,0,172,0,0,849,0,0,0,96,
,Ki Sung-yueng,MID,SWA,5000000,1,41,1.8,3.60E-07,8.20E-06,0,4946,3,28,0,0,0,0,0,8.2,0,-5,0,41,5,0,0,0,0,0,4,0,1,0.1,1983,0,241,0,0,1291,0,0,0,220,
Michael,Kightly,MID,BUR,4200000,0,6,1.2,2.86E-07,1.43E-06,0,34426,0,1,0,0,0,0,0,1.4,0,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,29258,0,0,0,0,104,0,0,0,20,
Andy,King,MID,LEI,4700000,2,41,0.369369369,7.86E-08,8.72E-06,0,18524,4,26,0,0,0,1,0,8.7,0,-3,0,41,3,0,0,0,1,0,1,0,0,0.2,10199,0,174,0,0,1446,0,0,0,217,
Joshua,King,MID,BOU,6200000,0,178,4.9,7.90E-07,2.87E-05,0,312348,1,54,0,0,0,16,0,28.7,0,7,0,178,-7,0,1,0,17,0,9,0,3,19.3,1124078,0,321,0,3,2714,0,0,0,553,
Stephen,Kingsley,DEF,SWA,3900000,1,29,0.261261261,6.70E-08,7.44E-06,0,531433,0,20,0,0,0,0,0,7.4,0,-1,0,29,1,0,0,0,2,0,3,0,0,8.9,668481,0,75,0,1,1036,0,0,0,192,
Jan,Kirchhoff,MID,SUN,4200000,0,12,0.108108108,2.57E-08,2.86E-06,0,3827,1,11,0,0,0,0,0,2.9,0,-3,0,12,3,0,0,0,0,0,0,0,1,0,1833,0,118,0,0,433,0,0,0,61,
Ragnar,Klavan,DEF,LIV,4400000,0,43,2.1,4.77E-07,9.77E-06,0,91899,3,19,0,0,0,0,0,9.8,0,-6,0,43,6,0,0,0,4,0,3,0,0,0.6,67907,0,0,0,0,1410,0,0,0,292,
Aleksandar,Kolarov,DEF,MCI,5800000,0,95,3.3,5.69E-07,1.64E-05,0,230491,6,27,0,0,0,1,0,16.4,0,-2,0,95,2,0,0,0,7,0,9,0,1,3.1,136250,1,429,0,2,2535,0,0,0,558,
Vincent,Kompany,DEF,MCI,6000000,13,57,0.513513514,8.56E-08,9.50E-06,0,34177,5,6,0,0,0,3,0,9.5,0,0,0,57,0,0,0,0,6,0,5,0,0,3.2,143641,0,173,0,2,820,0,0,0,227,
Arouna,Kone,FWD,EVE,5100000,1,6,0.054054054,1.06E-08,1.18E-06,0,70237,0,3,0,0,0,0,0,1.2,0,-4,0,6,4,0,0,0,0,0,0,0,0,0.7,16003,0,289,0,0,78,0,0,0,17,
Lamine,Kone,DEF,SUN,4200000,0,69,2.3,5.48E-07,1.64E-05,0,129283,4,46,0,0,0,1,0,16.4,0,-3,0,69,3,0,0,0,5,0,5,0,0,1.7,104656,0,176,0,2,2545,0,0,0,451,
Dimitrios,Konstantopoulos,GLK,MID,4100000,0,0,0,0,0,0,6879,0,0,0,0,0,0,0,0,0,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1170,0,0,0,0,0,0,0,0,0,
Laurent,Koscielny,DEF,ARS,6100000,-2,121,3.7,6.07E-07,1.98E-05,0,857277,4,37,0,0,0,2,0,19.8,0,1,0,121,-1,0,0,0,19,0,10,0,1,11.2,965040,0,493,0,3,2821,0,0,1,723,
Cheikhou,Kouyate,MID,WHU,5000000,0,79,2.5,5.00E-07,1.58E-05,0,95857,3,46,0,0,0,1,0,15.8,0,-5,0,79,5,0,0,0,3,0,9,0,1,0.7,25901,0,498,0,0,2723,0,0,0,438,
Dusan,Kuciak,GLK,HUL,4000000,0,0,0,0,0,0,6944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7949,0,0,0,0,0,0,0,0,0,
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,
Daniel,Lafferty,DEF,BUR,4000000,0,0,0,0,0,0,23588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3188,0,0,0,0,0,0,0,0,0,
Adam,Lallana,MID,LIV,6700000,9,139,1.252252252,1.87E-07,2.07E-05,0,1860046,3,32,0,0,0,8,0,20.7,0,-3,0,139,3,0,0,0,14,0,9,0,7,9.1,1932163,0,416,0,3,2338,0,0,0,543,
Rickie,Lambert,FWD,WBA,5400000,0,1,1,1.85E-07,1.85E-07,0,8294,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1463,0,72,0,0,13,0,0,0,3,
Erik,Lamela,MID,TOT,6600000,0,28,3.1,4.70E-07,4.24E-06,0,538497,1,2,0,0,0,1,0,4.2,0,-4,0,28,4,0,1,0,4,0,4,0,1,3.3,303229,0,519,0,0,595,0,0,0,93,
Manuel,Lanzini,MID,WHU,5900000,1,133,3.8,6.44E-07,2.25E-05,0,206178,9,53,0,0,0,8,0,22.5,0,-6,0,133,6,0,0,0,20,0,9,0,3,2,278319,0,381,0,3,2708,0,0,0,635,
