FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,43682,1,5,0,0,0,0,0,0.2,22,0,0,1,0,0,0,0,0,0,0,0,0,0.2,821,0,330,0,0,180,1,0,0,23,Chelsea,Leicester,Burnley,Liverpool,Hull City,0,0,0,0,0,0,0,0,0,0
Ben,Woodburn,MID,LIV,4300000,1,3,0.0357142857142857,8.30564784053156E-09,6.97674418604651E-07,0,835,0,0,0,0,0,0,0,0.7,27,-2,0,3,2,0.2,0,0.7,0,0,0,0,0,0,1216,0,0,0,0,39,106,0,0,11,Man City,Everton,Bournemouth,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,5952,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0.1,8785,0,0,0,0,0,31,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5200000,0,42,0.5,9.61538461538462E-08,8.07692307692308E-06,0,260750,3,19,0,0,0,1,0,8.1,405,-3,0,42,3,0.2,0,1,2,0,5,0,1,2.5,90155,0,0,0,0,1473,294,0,2,269,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2
Claudio,Yacob,MID,WBA,4400000,1,44,1.8,4.09090909090909E-07,1E-05,0,11966,7,28,0,0,0,0,0,10,249,-1,0,44,1,0.2,0,0.7,0,0,4,0,0,0.2,9531,0,286,0,0,2021,62,0,0,282,Arsenal,Man Utd,Watford,Southampton,Liverpool,1,0.9,1.1,1.3,0.9,0,1.8,0.9,1,0.9
,Yaya Toure,MID,MCI,7300000,0,59,0.702380952380952,9.62165688193086E-08,8.08219178082192E-06,0,174968,3,14,0,0,0,4,0,8.1,2696,-7,0,59,7,0.4,0,3,6,0,6,0,0,1.1,136203,0,525,0,2,1257,295,0,0,270,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,14193,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,464,0,227,0,0,0,2,0,0,0,Southampton,Burnley,Swansea,Watford,Bournemouth,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,4300000,0,25,2.3,5.34883720930233E-07,5.81395348837209E-06,0,33391,2,18,0,0,0,0,0,5.8,1441,-2,0,25,2,0.2,0,1,0,0,2,0,1,1.6,82732,0,152,0,0,990,4624,0,0,198,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,1.3,2.7,2.4,1.9,2.1,0,2.6,2.1,1.6,2.6
Ashley,Young,MID,MUN,5100000,0,7,0.0833333333333333,1.63398692810458E-08,1.37254901960784E-06,0,3560,1,3,0,0,0,0,0,1.4,21,-4,0,7,4,0,0,0,0,0,1,0,0,0.1,1413,0,178,0,0,245,42,0,0,45,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,0,0,0,0,0,0,0,0,0
Pablo,Zabaleta,DEF,MCI,4700000,0,30,0.357142857142857,7.59878419452888E-08,6.38297872340426E-06,0,85044,2,17,0,0,0,1,0,6.4,807,-3,0,30,3,0,0,0,4,0,1,0,0,1.2,52472,0,152,0,1,902,183,0,0,173,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2
Wilfried,Zaha,MID,CRY,5600000,0,104,4.3,7.67857142857143E-07,1.85714285714286E-05,0,749463,6,39,0,0,0,5,0,18.6,7168,1,0,104,-1,1,0,5.5,10,0,4,0,8,6.1,883810,0,353,0,2,2064,32890,0,0,346,Watford,Chelsea,Southampton,Arsenal,Leicester,5.5,3.3,3.9,3.5,5.6,2.8,5.8,3.8,5.6,4.5
Mauro,Zarate,FWD,WAT,5400000,0,8,0.0952380952380952,1.7636684303351E-08,1.48148148148148E-06,0,2197,0,3,0,0,0,0,0,1.5,184,-1,1,8,1,0.4,0,2,0,0,0,0,1,0,2705,0,0,0,0,204,42,-1,0,27,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Simone,Zaza,FWD,WHU,6000000,0,10,1.3,2.16666666666667E-07,1.66666666666667E-06,0,44792,2,14,0,0,0,0,0,1.7,34,-10,0,10,10,0,0,0,0,0,2,0,0,0.1,44371,0,0,0,0,459,21,0,0,21,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,0,0,0,0,0,0,0,0,0
Ron-Robert,Zieler,GLK,LEI,4400000,0,17,0.202380952380952,4.5995670995671E-08,3.86363636363636E-06,0,16463,0,16,0,18,0,0,0,3.9,69,-1,0,17,1,0,0,0,0,0,1,0,0,0.3,13228,0,0,0,0,754,12,0,0,119,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0,0,0,0,2382,0,0,0,0,0,0,0,0,3,-2,0,0,2,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,3,0,0,0,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,CHE,5300000,0,3,0.0357142857142857,6.73854447439353E-09,5.66037735849057E-07,0,7756,0,2,0,0,0,0,0,0.6,36,-2,0,3,2,0.2,0,1,0,0,0,0,0,0.2,2253,0,185,0,0,24,47,0,0,13,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0
Juan,Zuniga,DEF,WAT,4200000,0,33,0.392857142857143,9.35374149659864E-08,7.85714285714286E-06,0,119285,1,13,0,0,0,1,0,7.9,812,-3,0,33,3,0,0,0,2,0,1,0,1,1.2,126812,0,0,0,1,710,355,0,0,156,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
